file	label	scene	speaker	text
arcs.rpy	arc_zoe_art_3		Zoe	Doesn't pay for materials, though.
arcs.rpy	arc_zoe_art_4		Zoe	The opening is Friday. I've been standing in the space trying to decide if the work is done, or if I just ran out of time to change it.
arcs.rpy	arc_zoe_art_4		narrator	I'll be there.
arcs.rpy	arc_zoe_art_4		Zoe	Yeah?
arcs.rpy	arc_zoe_art_4		narrator	A real smile this time — not the careful one she usually has available.
arcs.rpy	arc_zoe_art_4		Zoe	Okay. Good.
arcs.rpy	arc_zoe_art_4		narrator	You'll know when you see it in the room.
arcs.rpy	arc_zoe_art_4		Zoe	Maybe.
arcs.rpy	arc_zoe_art_4		narrator	She's quiet for a moment.
arcs.rpy	arc_zoe_art_4		Zoe	Maybe.
arcs.rpy	arc_zoe_music_1		Zoe	Depends on the time of day. Morning is usually something without words. Evening is everything.
arcs.rpy	arc_zoe_music_1		Zoe	Right now there's this band out of Warsaw — they play like they're running out of time.
arcs.rpy	arc_zoe_music_2		Zoe	I used to play bass, actually. Did for years.
arcs.rpy	arc_zoe_music_2		Zoe	Just... stopped one day. I think I was trying to be too many things at once.
arcs.rpy	arc_zoe_music_2		narrator	Do you miss it?
arcs.rpy	arc_zoe_music_2		Zoe	Sometimes I see a bass in a shop window and think about it for about thirty seconds.
arcs.rpy	arc_zoe_music_2		Zoe	Then I keep walking.
arcs.rpy	arc_zoe_music_2		narrator	You should pick it up again.
arcs.rpy	arc_zoe_music_2		Zoe	Yeah, maybe.
arcs.rpy	arc_zoe_music_2		narrator	She's already looking somewhere else.
arcs.rpy	arc_nora_food_1		Nora	I make this pasta. My grandmother's recipe. I've been making it since I was about eight.
arcs.rpy	arc_nora_food_1		Nora	It's nothing special if you write it down. But there's something about making it.
arcs.rpy	arc_nora_food_2		Nora	I took a pastry course last year. Night classes, three months.
arcs.rpy	arc_nora_food_2		Nora	Turns out I'm better at desserts than main courses. No idea what to do with that information.
arcs.rpy	arc_nora_food_2		narrator	Open a patisserie.
arcs.rpy	arc_nora_food_2		Nora	Oh sure. No capital, tiny kitchen, perfect plan.
arcs.rpy	arc_nora_food_2		narrator	She's smiling though. It's a real smile.
arcs.rpy	arc_nora_food_2		narrator	Maybe it means something.
arcs.rpy	arc_nora_food_2		Nora	Maybe. Or maybe I just really like eating the results.
arcs.rpy	arc_nora_ambition_1		Nora	I've been putting money aside. Not much. But steadily.
arcs.rpy	arc_nora_ambition_1		narrator	She doesn't elaborate. The coffee machine does something loud and she lets it.
arcs.rpy	arc_nora_ambition_1		narrator	For what?
arcs.rpy	arc_nora_ambition_1		Nora	Does it count as a dream if it's not allowed to be a plan yet?
arcs.rpy	arc_nora_ambition_1		narrator	That's smart.
arcs.rpy	arc_nora_ambition_1		Nora	Or just scared of nothing changing.
arcs.rpy	arc_nora_ambition_2		Nora	I got in. Culinary programme, other side of the city.
arcs.rpy	arc_nora_ambition_2		Nora	September intake. I have until Friday to say yes.
arcs.rpy	arc_nora_ambition_2		narrator	She's looking at the counter. Not at you.
arcs.rpy	arc_nora_ambition_2		narrator	What's stopping you?
arcs.rpy	arc_nora_ambition_2		Nora	Fear, I think. Which is not actually a reason. But here we are.
arcs.rpy	arc_nora_ambition_2		narrator	You should go.
arcs.rpy	arc_nora_ambition_2		Nora	Yeah.
arcs.rpy	arc_nora_ambition_2		narrator	A pause.
arcs.rpy	arc_nora_ambition_2		Nora	Yeah.
arcs.rpy	arc_nora_ambition_2		narrator	What would you lose if you don't go?
arcs.rpy	arc_nora_ambition_2		Nora	That's a worse question than you think.
arcs.rpy	arc_nora_ambition_2		narrator	She finally looks up.
arcs.rpy	arc_marcus_sports_1		Marcus	Six AM every day. Even weekends.
arcs.rpy	arc_marcus_sports_1		Marcus	People think it's discipline. Really it's just that I can't sleep past five anyway.
arcs.rpy	arc_marcus_sports_2		Marcus	I got an offer at eighteen. Semi-pro basketball, small league, city about three hours from here.
arcs.rpy	arc_marcus_sports_2		Marcus	Didn't take it.
arcs.rpy	arc_marcus_sports_2		narrator	He doesn't say why. You wait.
arcs.rpy	arc_marcus_sports_2		narrator	Why not?
arcs.rpy	arc_marcus_sports_2		Marcus	My dad was sick. Couldn't leave.
arcs.rpy	arc_marcus_sports_2		narrator	Flat. End of subject.
arcs.rpy	arc_marcus_sports_2		narrator	Any regrets?
arcs.rpy	arc_marcus_sports_2		Marcus	I try not to deal in those.
arcs.rpy	arc_marcus_sports_2		narrator	Then, after a moment:
arcs.rpy	arc_marcus_sports_2		Marcus	Sometimes.
arcs.rpy	arc_marcus_food_1		Marcus	I can cook exactly one thing properly. Chili.
arcs.rpy	arc_marcus_food_1		Marcus	Everything else I've ever made has been edible, but wrong.
arcs.rpy	arc_marcus_food_1		narrator	What goes in it?
arcs.rpy	arc_marcus_food_1		Marcus	Classified.
arcs.rpy	arc_marcus_food_1		narrator	He's smiling.
arcs.rpy	arc_marcus_food_1		narrator	One thing's enough.
arcs.rpy	arc_marcus_food_1		Marcus	That's what I keep telling myself.
arcs.rpy	arc_marcus_food_2		Marcus	It's my mom's recipe. She wrote it down on a notepad — the actual notepad, which I still have.
arcs.rpy	arc_marcus_food_2		Marcus	I've made it maybe two hundred times. I still check the notepad every time.
arcs.rpy	arc_marcus_food_2		narrator	There's a pause. He doesn't explain further and you don't ask.
arcs.rpy	arc_eli_work_1		Eli	I'm finishing a part-time MSc. Environmental systems — urban data, policy modelling, that kind of thing.
arcs.rpy	arc_eli_work_1		Eli	It's one of those topics where the more you read, the worse things look.
arcs.rpy	arc_eli_work_2		Eli	Sometimes I think — what if the thesis is good and it still doesn't matter?
arcs.rpy	arc_eli_work_2		Eli	Like the work is fine but the problem is just too big for anyone to fix from a library.
arcs.rpy	arc_eli_work_2		narrator	It still matters that you tried.
arcs.rpy	arc_eli_work_2		Eli	I hope so.
arcs.rpy	arc_eli_work_2		narrator	She sounds like she almost believes it.
arcs.rpy	arc_eli_work_2		narrator	So what's the alternative — give up?
arcs.rpy	arc_eli_work_2		Eli	No. But sometimes I'd like to be angry about it without also having to be hopeful.
arcs.rpy	arc_eli_work_2		narrator	She's quiet for a second, then nods once.
arcs.rpy	arc_elle_travel_1		Elle	If I could leave tomorrow? Georgia. The country, not the state.
arcs.rpy	arc_elle_travel_1		Elle	I've had this image in my head for years — mountains, those old stone towers, fog coming off the valleys.
arcs.rpy	arc_elle_travel_1		Elle	I don't know anyone who's been. I just know I want to go.
arcs.rpy	arc_elle_travel_2		Elle	I got offered a position. Marine research project, eighteen months, based in Portugal.
arcs.rpy	arc_elle_travel_2		Elle	It's everything I wanted three years ago.
arcs.rpy	arc_elle_travel_2		narrator	What's changed?
arcs.rpy	arc_elle_travel_2		Elle	I don't know. Maybe nothing. Maybe me.
arcs.rpy	arc_elle_travel_2		narrator	Take it.
arcs.rpy	arc_elle_travel_2		Elle	Yeah?
arcs.rpy	arc_elle_travel_2		narrator	She looks at you for a full second.
arcs.rpy	arc_elle_travel_2		Elle	Just like that?
arcs.rpy	arc_elle_travel_2		narrator	What would you miss?
arcs.rpy	arc_elle_travel_2		Elle	That's the part I keep circling.
arcs.rpy	zoe_exhibition_opening	expression	narrator	The opening has been running for an hour.
arcs.rpy	zoe_exhibition_opening	expression	narrator	The gallery is small — three rooms, white walls, track lighting.
arcs.rpy	zoe_exhibition_opening	expression	narrator	People cluster near the entrance with drinks they're holding but not drinking.
arcs.rpy	zoe_exhibition_opening	expression	narrator	Zoe is standing near the far wall, not exactly with the other artists.
arcs.rpy	zoe_exhibition_opening	expression	narrator	She has a glass of something she hasn't touched.
arcs.rpy	zoe_exhibition_opening	expression	narrator	She's watching the entrance.
arcs.rpy	zoe_exhibition_opening	expression	narrator	She sees you.
arcs.rpy	zoe_exhibition_opening	expression	Zoe	You came.
arcs.rpy	zoe_exhibition_opening	expression	[mc_name]	You said I could.
arcs.rpy	zoe_exhibition_opening	expression	Zoe	I said you were allowed to. That's different.
arcs.rpy	zoe_exhibition_opening	expression	narrator	She moves away from the wall. Doesn't lead you anywhere in particular.
arcs.rpy	zoe_exhibition_opening	expression	narrator	Four pieces. Three are confident — colour, scale, the kind of statement that fills a room.
arcs.rpy	zoe_exhibition_opening	expression	narrator	The fourth is smaller. It's in the corner. The framing is different. The light falls on it wrong, as if it wasn't planned.
arcs.rpy	zoe_exhibition_opening	expression	narrator	Zoe hasn't looked at it since you arrived.
arcs.rpy	zoe_exhibition_opening	expression	narrator	Near the second room, a woman who might be Elle is taking notes in a small pad.
arcs.rpy	zoe_exhibition_opening	expression	narrator	Later — near closing — Nora appears briefly at the entrance. She stands in front of one piece for a moment, then leaves without staying.
arcs.rpy	zoe_exhibition_opening	expression	narrator	Ask about the piece in the corner.
arcs.rpy	zoe_exhibition_opening	expression	Zoe	That one isn't in the programme notes.
arcs.rpy	zoe_exhibition_opening	expression	[mc_name]	I know. That's why I'm asking.
arcs.rpy	zoe_exhibition_opening	expression	narrator	She looks at it. The first time since you arrived.
arcs.rpy	zoe_exhibition_opening	expression	Zoe	It's older. I almost didn't include it.
arcs.rpy	zoe_exhibition_opening	expression	[mc_name]	Why did you?
arcs.rpy	zoe_exhibition_opening	expression	narrator	A long pause.
arcs.rpy	zoe_exhibition_opening	expression	Zoe	Because I made it when I thought no one was going to see it.
arcs.rpy	zoe_exhibition_opening	expression	Zoe	And that's when I actually made something.
arcs.rpy	zoe_exhibition_opening	expression	narrator	Help with something practical.
arcs.rpy	zoe_exhibition_opening	expression	narrator	A label on the third piece has slipped — slightly crooked, visibly wrong.
arcs.rpy	zoe_exhibition_opening	expression	narrator	You straighten it.
arcs.rpy	zoe_exhibition_opening	expression	Zoe	That was bothering me since setup.
arcs.rpy	zoe_exhibition_opening	expression	narrator	She doesn't say thank you out loud. She looks at you the way someone does when they mean it.
arcs.rpy	zoe_exhibition_opening	expression	narrator	A visitor asks you a question about the work, clearly confusing you for staff.
arcs.rpy	zoe_exhibition_opening	expression	narrator	You answer it. Badly, but confidently enough that they seem satisfied.
arcs.rpy	zoe_exhibition_opening	expression	Zoe	You just made something up.
arcs.rpy	zoe_exhibition_opening	expression	[mc_name]	It was plausible.
arcs.rpy	zoe_exhibition_opening	expression	Zoe	It was.
arcs.rpy	zoe_exhibition_opening	expression	narrator	Ask whether this will lead anywhere useful.
arcs.rpy	zoe_exhibition_opening	expression	[mc_name]	Is this the kind of thing that gets you commissions? Work?
arcs.rpy	zoe_exhibition_opening	expression	narrator	A short silence.
arcs.rpy	zoe_exhibition_opening	expression	Zoe	I don't know. Maybe.
arcs.rpy	zoe_exhibition_opening	expression	narrator	She picks up her glass. Doesn't drink from it.
arcs.rpy	zoe_exhibition_opening	expression	Zoe	That wasn't really what tonight was.
arcs.rpy	zoe_exhibition_opening	expression	narrator	She doesn't explain further.
arcs.rpy	zoe_exhibition_opening	expression	narrator	The opening runs another hour.
arcs.rpy	zoe_exhibition_opening	expression	narrator	She doesn't say much more. Neither do you.
arcs.rpy	zoe_exhibition_opening	expression	narrator	That's fine.
arcs.rpy	story_aftermath_zoe_exhibition	expression	Zoe	You asked about the one nobody else asked about.
arcs.rpy	story_aftermath_zoe_exhibition	expression	[mc_name]	It was the most interesting piece.
arcs.rpy	story_aftermath_zoe_exhibition	expression	narrator	A beat.
arcs.rpy	story_aftermath_zoe_exhibition	expression	Zoe	It wasn't meant to be.
arcs.rpy	story_aftermath_zoe_exhibition	expression	narrator	She says it as a fact, not a complaint.
arcs.rpy	story_aftermath_zoe_exhibition	expression	Zoe	I kept it small because I didn't think anyone would know what they were looking at.
arcs.rpy	story_aftermath_zoe_exhibition	expression	[mc_name]	I didn't, exactly. I just noticed you weren't looking at it.
arcs.rpy	story_aftermath_zoe_exhibition	expression	narrator	Another beat.
arcs.rpy	story_aftermath_zoe_exhibition	expression	Zoe	That's the same thing.
arcs.rpy	story_aftermath_zoe_exhibition	expression	narrator	She doesn't say more than that.
arcs.rpy	story_aftermath_zoe_exhibition	expression	Zoe	The label thing.
arcs.rpy	story_aftermath_zoe_exhibition	expression	[mc_name]	I fixed it.
arcs.rpy	story_aftermath_zoe_exhibition	expression	Zoe	I know.
arcs.rpy	story_aftermath_zoe_exhibition	expression	narrator	She's quiet for a moment.
arcs.rpy	story_aftermath_zoe_exhibition	expression	Zoe	The opening would have been a lot worse.
arcs.rpy	story_aftermath_zoe_exhibition	expression	[mc_name]	It went fine.
arcs.rpy	story_aftermath_zoe_exhibition	expression	Zoe	It went fine because of that. And the visitor.
arcs.rpy	story_aftermath_zoe_exhibition	expression	narrator	She means the one you lied to.
arcs.rpy	story_aftermath_zoe_exhibition	expression	Zoe	I'm saying it practically.
arcs.rpy	story_aftermath_zoe_exhibition	expression	narrator	She does mean it practically. It still lands.
arcs.rpy	story_aftermath_zoe_exhibition	expression	Zoe	The work was finished before anyone decided whether it was useful.
arcs.rpy	story_aftermath_zoe_exhibition	expression	narrator	She's not angry. She's settled.
arcs.rpy	story_aftermath_zoe_exhibition	expression	[mc_name]	I know. I shouldn't have framed it that way.
arcs.rpy	story_aftermath_zoe_exhibition	expression	Zoe	No.
arcs.rpy	story_aftermath_zoe_exhibition	expression	narrator	A pause.
arcs.rpy	story_aftermath_zoe_exhibition	expression	Zoe	It's a fair question for most things. It wasn't the right moment.
arcs.rpy	story_aftermath_zoe_exhibition	expression	narrator	She gives you space to sit with that.
arcs.rpy	story_aftermath_zoe_exhibition	expression	[mc_name]	I was wrong to ask it then.
arcs.rpy	story_aftermath_zoe_exhibition	expression	Zoe	Yeah.
arcs.rpy	story_aftermath_zoe_exhibition	expression	narrator	She nods. That's enough for her.
arcs.rpy	talk_followup_zoe_exhibition	expression	Zoe	I took the small one down this morning.
arcs.rpy	talk_followup_zoe_exhibition	expression	[mc_name]	The corner piece?
arcs.rpy	talk_followup_zoe_exhibition	expression	Zoe	I kept it at home.
arcs.rpy	talk_followup_zoe_exhibition	expression	narrator	She doesn't explain why.
arcs.rpy	talk_followup_zoe_exhibition	expression	narrator	She doesn't need to.
arcs.rpy	talk_followup_zoe_exhibition	expression	Zoe	The gallery's wrapped. I left one piece — the lighting was still good on it.
arcs.rpy	talk_followup_zoe_exhibition	expression	[mc_name]	Which one?
arcs.rpy	talk_followup_zoe_exhibition	expression	Zoe	Near the window. I'll collect it.
arcs.rpy	talk_followup_zoe_exhibition	expression	narrator	She probably won't for a while.
arcs.rpy	talk_followup_zoe_exhibition	expression	Zoe	Everything's down. One piece wasn't collected.
arcs.rpy	talk_followup_zoe_exhibition	expression	narrator	A beat.
arcs.rpy	talk_followup_zoe_exhibition	expression	Zoe	It's in storage. I'll work it out.
arcs.rpy	talk_followup_zoe_exhibition	expression	narrator	She says it without tension. The opening is behind her.
arcs.rpy	zoe_gallery_talk	expression	Zoe	I'm still deciding how much of it I want to explain to people.
arcs.rpy	zoe_gallery_talk	expression	[mc_name]	You don't have to explain it.
arcs.rpy	zoe_gallery_talk	expression	Zoe	I know.
arcs.rpy	zoe_gallery_talk	expression	narrator	She looks at the corner piece.
arcs.rpy	zoe_gallery_talk	expression	Zoe	That's the problem.
arcs.rpy	zoe_gallery_talk	expression	Zoe	Someone moved the third piece two centimetres to the left. I can tell.
arcs.rpy	zoe_gallery_talk	expression	[mc_name]	Does it matter?
arcs.rpy	zoe_gallery_talk	expression	Zoe	No. But I notice.
arcs.rpy	zoe_gallery_talk	expression	narrator	She's scanning the room with the focus of someone doing a silent inventory.
arcs.rpy	zoe_gallery_talk	expression	Zoe	People keep asking me what it sold for.
arcs.rpy	zoe_gallery_talk	expression	narrator	A beat.
arcs.rpy	zoe_gallery_talk	expression	Zoe	That's not what it was.
arcs.rpy	zoe_gallery_talk	expression	[mc_name]	I know.
arcs.rpy	zoe_gallery_talk	expression	narrator	She looks at you briefly. Something settles.
bar_games.rpy	unknown		narrator	pool
bar_games.rpy	unknown		narrator	entry
bar_games.rpy	unknown		narrator	entry
bar_games.rpy	unknown		narrator	requires_met
bar_games.rpy	unknown		narrator	entry
bar_games.rpy	unknown		narrator	entry
bar_games.rpy	unknown		narrator	min_mastery
bar_games.rpy	unknown		narrator	darts
bar_games.rpy	unknown		narrator	entry
bar_games.rpy	unknown		narrator	entry
bar_games.rpy	unknown		narrator	requires_met
bar_games.rpy	unknown		narrator	entry
bar_games.rpy	unknown		narrator	days_only
bar_games.rpy	unknown		narrator	arm_wrestling
bar_games.rpy	unknown		narrator	entry
bar_games.rpy	unknown		narrator	entry
bar_games.rpy	unknown		narrator	min_mastery
bar_games.rpy	unknown		narrator	entry
bar_games.rpy	unknown		narrator	requires_met
bar_games.rpy	unknown		narrator	
bar_games.rpy	unknown		narrator	raw_roll
bar_games.rpy	unknown		narrator	final
bar_games.rpy	unknown		narrator	tier
bar_games.rpy	unknown		narrator	modifiers
bar_games.rpy	unknown		narrator	breakdown
bar_games.rpy	unknown		narrator	
bar_games.rpy	unknown		narrator	critical_failure
bar_games.rpy	unknown		narrator	success
bar_games.rpy	unknown		narrator	
bar_games.rpy	unknown		background	#1a2a3a
bar_games.rpy	unknown		hover_background	#1e3a5f
bar_games.rpy	unknown		background	#12161ef8
bar_games.rpy	unknown		background	#1e3a5f
bar_games.rpy	unknown		background	#12161ef8
bar_games.rpy	unknown		background	#0a0e15
bar_games.rpy	unknown		background	#1e3a5f
bar_games.rpy	unknown		hover_background	#2a5080
bar_games.rpy	unknown		background	#1a2030
bar_games.rpy	unknown		hover_background	#222835
bar_games.rpy	unknown		narrator	You don't have enough for the entry fee.
bar_games.rpy	unknown		narrator	[_opp['label']] concedes. You collect the pot.
bar_games.rpy	unknown		narrator	bar_win_
bar_games.rpy	unknown		narrator	Defeated 
bar_games.rpy	unknown		narrator	Word travels. [_opp['label']] remembers that.
bar_games.rpy	unknown		narrator	[_bar_rare]
